date,msci
04/25/2014,"1,670.760"
04/28/2014,"1,672.649"
04/29/2014,"1,682.378"
04/30/2014,"1,687.742"
05/01/2014,"1,690.394"
05/02/2014,"1,688.989"
05/05/2014,"1,689.773"
05/06/2014,"1,683.525"
05/07/2014,"1,684.043"
05/08/2014,"1,686.787"
05/09/2014,"1,683.365"
05/12/2014,"1,694.881"
05/13/2014,"1,697.988"
05/14/2014,"1,694.803"
05/15/2014,"1,682.338"
05/16/2014,"1,683.692"
05/19/2014,"1,685.883"
05/20/2014,"1,678.008"
05/21/2014,"1,686.514"
05/22/2014,"1,692.356"
05/23/2014,"1,697.939"
05/26/2014,"1,703.182"
05/27/2014,"1,707.666"
05/28/2014,"1,706.145"
05/29/2014,"1,713.248"
05/30/2014,"1,715.184"
06/02/2014,"1,717.270"
06/03/2014,"1,715.822"
06/04/2014,"1,717.764"
06/05/2014,"1,725.600"
06/06/2014,"1,734.472"
06/09/2014,"1,735.985"
06/10/2014,"1,735.317"
06/11/2014,"1,731.201"
06/12/2014,"1,725.491"
06/13/2014,"1,727.208"
06/16/2014,"1,726.992"
06/17/2014,"1,728.741"
06/18/2014,"1,737.773"
06/19/2014,"1,748.405"
06/20/2014,"1,747.435"
06/23/2014,"1,746.285"
06/24/2014,"1,737.825"
06/25/2014,"1,738.158"
06/26/2014,"1,737.269"
06/27/2014,"1,740.863"
06/30/2014,"1,743.415"
07/01/2014,"1,754.756"
07/02/2014,"1,756.960"
